,region,price,details
286,"Tanjung Priok, Jakarta Utara",Rp 7.000.000.000,5 KT - 3 KM - 268 m2
287,"Kemayoran, Jakarta Pusat",Rp 15.000.000.000,&gt;10 KT - 5 KM - 600 m2
288,"Pademangan, Jakarta Utara",Rp 8.500.000.000,5 KT - 3 KM - 360 m2
289,"Pademangan, Jakarta Utara",Rp 6.500.000.000,4 KT - 3 KM - 196 m2
290,"Pademangan, Jakarta Utara",Rp 2.250.000.000,4 KT - 3 KM - 150 m2
291,"Pademangan, Jakarta Utara",Rp 9.900.000.000,5 KT - 4 KM - 400 m2
292,"Pademangan, Jakarta Utara",Rp 3.000.000.000,3 KT - 3 KM - 150 m2
293,"Pademangan, Jakarta Utara",Rp 9.900.000.000,4 KT - 4 KM - 350 m2
294,"Pademangan, Jakarta Utara",Rp 3.200.000.000,4 KT - 3 KM - 250 m2
295,"Pademangan, Jakarta Utara",Rp 12.500.000.000,5 KT - 5 KM - 650 m2
296,"Pademangan, Jakarta Utara",Rp 30.000.000.000,5 KT - 5 KM - 507 m2
297,"Kemayoran, Jakarta Pusat",Rp 12.000.000.000,&gt;10 KT - 8 KM - 600 m2
298,"Kemayoran, Jakarta Pusat",Rp 4.100.000.000,5 KT - 3 KM - 300 m2
299,"Tanjung Priok, Jakarta Utara",Rp 4.900.000.000,4 KT - 3 KM - 350 m2
300,"Penjaringan, Jakarta Utara",Rp 200.000.000,2 KT - 1 KM - 70 m2
301,"Tanjung Priok, Jakarta Utara",Rp 850.000.000,3 KT - 2 KM - 165 m2
302,"Tanjung Priok, Jakarta Utara",Rp 1.950.000.000,2 KT - 2 KM - 90 m2
303,"Penjaringan, Jakarta Utara",Rp 4.500.000.000,3 KT - 3 KM - 90 m2
304,"Tanjung Priok, Jakarta Utara",Rp 7.000.000.000,4 KT - 4 KM - 380 m2
305,"Tanjung Priok, Jakarta Utara",Rp 2.400.000.000,4 KT - 2 KM - 132 m2
306,"Tanjung Priok, Jakarta Utara",Rp 7.500.000.000,4 KT - 4 KM - 360 m2
307,"Tambora, Jakarta Barat",Rp 698.000.010,3 KT - 2 KM - 52 m2
308,"Gambir, Jakarta Pusat",Rp 3.000.000.000,4 KT - 3 KM - 200 m2
309,"Penjaringan, Jakarta Utara",Rp 200.000.000,4 KT - 4 KM - 400 m2
310,"Tanjung Priok, Jakarta Utara",Rp 3.200.000.000,1 KT - 1 KM - 180 m2
311,"Penjaringan, Jakarta Utara",Rp 36.000.000.000,6 KT - 6 KM - 600 m2
312,"Kemayoran, Jakarta Pusat",Rp 650.000.000,2 KT - 2 KM - 30 m2
313,"Penjaringan, Jakarta Utara",Rp 23.000.000.000,7 KT - 7 KM - 600 m2
314,"Tanjung Priok, Jakarta Utara",Rp 130.000.000,2 KT - 1 KM - 60 m2
315,"Kemayoran, Jakarta Pusat",Rp 430.000.000,2 KT - 1 KM - 50 m2
316,"Tanjung Priok, Jakarta Utara",Rp 41.000.000.000,7 KT - 5 KM - 767 m2
317,"Kemayoran, Jakarta Pusat",Rp 8.000.000.000,5 KT - 5 KM - 384 m2
318,"Tanjung Priok, Jakarta Utara",Rp 43.000.000.000,6 KT - 5 KM - 808 m2
319,"Penjaringan, Jakarta Utara",Rp 3.600.000.000,3 KT - 2 KM - 192 m2
320,"Gambir, Jakarta Pusat",Rp 315.000.000,1 KT - 1 KM - 88 m2
321,"Pademangan, Jakarta Utara",Rp 3.200.000.000,3 KT - 3 KM - 230 m2
322,"Pademangan, Jakarta Utara",Rp 12.000.000.000,8 KT - 5 KM - 500 m2
323,"Tanjung Priok, Jakarta Utara",Rp 40.000.000.000,6 KT - 5 KM - 460 m2
324,"Tanjung Priok, Jakarta Utara",Rp 2.900.000.000,2 KT - 2 KM - 80 m2
325,"Kemayoran, Jakarta Pusat",Rp 1.100.000.800,3 KT - 3 KM - 80 m2
326,"Pademangan, Jakarta Utara",Rp 750.000.000,3 KT - 2 KM - 45 m2
327,"Sawah Besar, Jakarta Pusat",Rp 4.500.000.000,4 KT - 4 KM - 400 m2
328,"Penjaringan, Jakarta Utara",Rp 3.300.000.000,3 KT - 3 KM - 150 m2
329,"Gambir, Jakarta Pusat",Rp 6.900.000.000,&gt;10 KT - &gt;10 KM - 570 m2
330,"Tanjung Priok, Jakarta Utara",Rp 6.000.000.000,1 KT - 1 KM - 240 m2
331,"Tanjung Priok, Jakarta Utara",Rp 5.700.000.000,4 KT - 3 KM - 220 m2
332,"Penjaringan, Jakarta Utara",Rp 5.200.000.000,4 KT - 4 KM - 250 m2
333,"Kemayoran, Jakarta Pusat",Rp 2.500.000.000,4 KT - 3 KM - 100 m2
334,"Tanjung Priok, Jakarta Utara",Rp 7.000.000.000,4 KT - 2 KM - 409 m2
335,"Tanjung Priok, Jakarta Utara",Rp 4.500.000.000,4 KT - 2 KM - 150 m2
336,"Tanjung Priok, Jakarta Utara",Rp 6.500.000.000,6 KT - 2 KM - 200 m2
337,"Gambir, Jakarta Pusat",Rp 1.500.000.000,3 KT - 3 KM - 165 m2
338,"Kemayoran, Jakarta Pusat",Rp 445.000.000,2 KT - 1 KM - 37 m2
339,"Penjaringan, Jakarta Utara",Rp 3.400.000.000,3 KT - 3 KM - 220 m2
340,"Tanjung Priok, Jakarta Utara",Rp 3.500.000.000,6 KT - 3 KM - 260 m2
341,"Tanjung Priok, Jakarta Utara",Rp 2.500.000.000,3 KT - 3 KM - 172 m2
342,"Penjaringan, Jakarta Utara",Rp 2.100.000.000,3 KT - 2 KM - 150 m2
343,"Penjaringan, Jakarta Utara",Rp 25.000.000.000,5 KT - 5 KM - 800 m2
344,"Penjaringan, Jakarta Utara",Rp 4.200.000.000,3 KT - 3 KM - 200 m2
345,"Tanjung Priok, Jakarta Utara",Rp 26.400.000.000,5 KT - 6 KM - 1 m2
346,"Tanjung Priok, Jakarta Utara",Rp 312.000.000,1 KT - 1 KM - 24 m2
347,"Penjaringan, Jakarta Utara",Rp 2.900.000.000,4 KT - 4 KM - 128 m2
348,"Tanjung Priok, Jakarta Utara",Rp 2.500.000.000,3 KT - 2 KM - 210 m2
349,"Kemayoran, Jakarta Pusat",Rp 3.100.000.000,5 KT - 3 KM - 151 m2
350,"Penjaringan, Jakarta Utara",Rp 4.200.000.000,3 KT - 3 KM - 160 m2
351,"Sawah Besar, Jakarta Pusat",Rp 22.000.000.000,5 KT - 4 KM - 650 m2
352,"Penjaringan, Jakarta Utara",Rp 3.600.000.000,3 KT - 2 KM - 96 m2
353,"Kemayoran, Jakarta Pusat",Rp 850.000.000,6 KT - 4 KM - 70 m2
354,"Gambir, Jakarta Pusat",Rp 699.000.000,3 KT - 2 KM - 52 m2
355,"Tanjung Priok, Jakarta Utara",Rp 699.000.000,3 KT - 2 KM - 52 m2
356,"Kemayoran, Jakarta Pusat",Rp 200.000.000,2 KT - 1 KM - 26 m2
357,"Kemayoran, Jakarta Pusat",Rp 197.000.000,2 KT - 1 KM - 27 m2
358,"Kemayoran, Jakarta Pusat",Rp 2.000.000.000,2 KT - 1 KM - 125 m2
359,"Penjaringan, Jakarta Utara",Rp 3.700.000.000,3 KT - 3 KM - 120 m2
360,"Gambir, Jakarta Pusat",Rp 5.500.000.000,&gt;10 KT - 10 KM - 570 m2
361,"Tanjung Priok, Jakarta Utara",Rp 5.500.000.000,4 KT - 3 KM - 182 m2
362,"Tanjung Priok, Jakarta Utara",Rp 11.000.000.000,5 KT - 5 KM - 780 m2
363,"Tanjung Priok, Jakarta Utara",Rp 3.950.000.000,5 KT - 4 KM - 220 m2
364,"Kemayoran, Jakarta Pusat",Rp 3.800.000.000,6 KT - 5 KM - 350 m2
365,"Tanjung Priok, Jakarta Utara",Rp 850.000.000,2 KT - 1 KM - 60 m2
366,"Tanjung Priok, Jakarta Utara",Rp 4.200.000.000,5 KT - 4 KM - 249 m2
367,"Taman Sari, Jakarta Barat",Rp 750.000.000,3 KT - 2 KM - 100 m2
368,"Tanjung Priok, Jakarta Utara",Rp 6.500.000.000,5 KT - 6 KM - 250 m2
369,"Kemayoran, Jakarta Pusat",Rp 568.000.000,2 KT - 2 KM - 53 m2
370,"Tanjung Priok, Jakarta Utara",Rp 3.500.000.000,4 KT - 4 KM - 160 m2
371,"Pademangan, Jakarta Utara",Rp 8.000.000.000,6 KT - 4 KM - 324 m2
372,"Penjaringan, Jakarta Utara",Rp 1.200.000.000,2 KT - 1 KM - 60 m2
373,"Penjaringan, Jakarta Utara",Rp 4.300.000.000,3 KT - 2 KM - 289 m2
374,"Gambir, Jakarta Pusat",Rp 6.500.000.000,3 KT - 3 KM - 160 m2
375,"Tambora, Jakarta Barat",Rp 3.700.000.000,3 KT - 2 KM - 132 m2
376,"Penjaringan, Jakarta Utara",Rp 5.800.000.000,4 KT - 3 KM - 220 m2
377,"Taman Sari, Jakarta Barat",Rp 12.500.000.000,&gt;10 KT - &gt;10 KM - 1525 m2
378,"Penjaringan, Jakarta Utara",Rp 7.000.000.000,3 KT - 2 KM - 352 m2
379,"Tanjung Priok, Jakarta Utara",Rp 3.500.000.000,4 KT - 5 KM - 120 m2
380,"Sawah Besar, Jakarta Pusat",Rp 1.200.000.000,4 KT - 2 KM - 100 m2
381,"Tanjung Priok, Jakarta Utara",Rp 5.500.000.000,4 KT - 4 KM - 410 m2
382,"Tanjung Priok, Jakarta Utara",Rp 4.500.000.000,3 KT - 3 KM - 185 m2
383,"Tanjung Priok, Jakarta Utara",Rp 1.800.000.000,2 KT - 1 KM - 62 m2
384,"Tanjung Priok, Jakarta Utara",Rp 3.800.000.000,3 KT - 2 KM - 235 m2
385,"Tanjung Priok, Jakarta Utara",Rp 2.100.000.000,3 KT - 2 KM - 80 m2
386,"Tanjung Priok, Jakarta Utara",Rp 2.350.000.000,5 KT - 2 KM - 125 m2
387,"Kemayoran, Jakarta Pusat",Rp 1.100.000.000,3 KT - 2 KM - 180 m2
388,"Tanjung Priok, Jakarta Utara",Rp 4.700.000.000,5 KT - 3 KM - 310 m2
389,"Tanjung Priok, Jakarta Utara",Rp 4.750.000.000,5 KT - 3 KM - 217 m2
390,"Tanjung Priok, Jakarta Utara",Rp 6.000.000.000,5 KT - 5 KM - 360 m2
391,"Kemayoran, Jakarta Pusat",Rp 3.900.000.000,5 KT - 3 KM - 275 m2
392,"Penjaringan, Jakarta Utara",Rp 2.800.000.000,3 KT - 5 KM - 187 m2
393,"Penjaringan, Jakarta Utara",Rp 5.500.000.000,6 KT - 5 KM - 300 m2
394,"Penjaringan, Jakarta Utara",Rp 3.400.000.000,3 KT - 3 KM - 100 m2
395,"Penjaringan, Jakarta Utara",Rp 5.700.000.000,3 KT - 2 KM - 250 m2
396,"Penjaringan, Jakarta Utara",Rp 4.800.000.000,3 KT - 2 KM - 200 m2
397,"Penjaringan, Jakarta Utara",Rp 6.200.000.000,3 KT - 2 KM - 250 m2
398,"Penjaringan, Jakarta Utara",Rp 13.500.000.000,4 KT - 3 KM - 700 m2
399,"Penjaringan, Jakarta Utara",Rp 11.000.000.000,4 KT - 3 KM - 400 m2
400,"Penjaringan, Jakarta Utara",Rp 6.300.000.000,5 KT - 4 KM - 300 m2
401,"Penjaringan, Jakarta Utara",Rp 5.400.000.000,4 KT - 3 KM - 180 m2
402,"Penjaringan, Jakarta Utara",Rp 4.000.000.000,3 KT - 2 KM - 175 m2
403,"Penjaringan, Jakarta Utara",Rp 5.300.000.000,4 KT - 3 KM - 300 m2
404,"Penjaringan, Jakarta Utara",Rp 4.400.000.000,4 KT - 3 KM - 180 m2
405,"Penjaringan, Jakarta Utara",Rp 42.000.000.000,5 KT - 5 KM - 1000 m2
406,"Penjaringan, Jakarta Utara",Rp 5.000.000.000,3 KT - 2 KM - 310 m2
407,"Tanjung Priok, Jakarta Utara",Rp 3.750.000.000,4 KT - 3 KM - 130 m2
408,"Penjaringan, Jakarta Utara",Rp 8.500.000.000,5 KT - 4 KM - 400 m2
409,"Penjaringan, Jakarta Utara",Rp 9.000.000.000,5 KT - 3 KM - 500 m2
410,"Penjaringan, Jakarta Utara",Rp 7.500.000.000,4 KT - 4 KM - 270 m2
411,"Penjaringan, Jakarta Utara",Rp 5.700.000.000,5 KT - 4 KM - 160 m2
412,"Penjaringan, Jakarta Utara",Rp 3.900.000.000,3 KT - 3 KM - 300 m2
413,"Penjaringan, Jakarta Utara",Rp 7.500.000.000,4 KT - 3 KM - 300 m2
414,"Penjaringan, Jakarta Utara",Rp 6.900.000.000,4 KT - 3 KM - 300 m2
415,"Penjaringan, Jakarta Utara",Rp 16.000.000.000,4 KT - 4 KM - 800 m2
416,"Penjaringan, Jakarta Utara",Rp 40.000.000.000,5 KT - 6 KM - 1500 m2
417,"Penjaringan, Jakarta Utara",Rp 6.500.000.000,3 KT - 3 KM - 200 m2
418,"Penjaringan, Jakarta Utara",Rp 5.200.000.000,4 KT - 4 KM - 400 m2
419,"Penjaringan, Jakarta Utara",Rp 2.650.000.000,3 KT - 3 KM - 150 m2
420,"Penjaringan, Jakarta Utara",Rp 2.900.000.000,3 KT - 3 KM - 120 m2
421,"Penjaringan, Jakarta Utara",Rp 7.200.000.000,4 KT - 4 KM - 350 m2
422,"Penjaringan, Jakarta Utara",Rp 9.000.000.000,3 KT - 3 KM - 450 m2
423,"Tanjung Priok, Jakarta Utara",Rp 5.700.000.000,6 KT - 5 KM - 250 m2
424,"Tanjung Priok, Jakarta Utara",Rp 2.800.000.000,5 KT - 4 KM - 250 m2
425,"Penjaringan, Jakarta Utara",Rp 15.000.000.000,3 KT - 3 KM - 500 m2
426,"Pademangan, Jakarta Utara",Rp 1.750.000.000,3 KT - 2 KM - 120 m2
427,"Pademangan, Jakarta Utara",Rp 1.600.000.000,3 KT - 2 KM - 100 m2
428,"Kemayoran, Jakarta Pusat",Rp 7.500.000.000,4 KT - 4 KM - 500 m2
429,"Tanjung Priok, Jakarta Utara",Rp 3.200.000.000,5 KT - 3 KM - 84 m2
430,"Tanjung Priok, Jakarta Utara",Rp 9.000.000.000,5 KT - 4 KM - 231 m2
431,"Tanjung Priok, Jakarta Utara",Rp 5.500.000.000,6 KT - 4 KM - 300 m2
432,"Tanjung Priok, Jakarta Utara",Rp 5.500.000.000,8 KT - 2 KM - 176 m2
433,"Penjaringan, Jakarta Utara",Rp 16.500.000.000,7 KT - 7 KM - 998 m2
434,"Tambora, Jakarta Barat",Rp 325.000.000,1 KT - 1 KM - 39 m2
435,"Taman Sari, Jakarta Barat",Rp 380.000.000,1 KT - 1 KM - 60 m2
436,"Tanjung Priok, Jakarta Utara",Rp 510.000.000,3 KT - 1 KM - 31 m2
437,"Pademangan, Jakarta Utara",Rp 1.500.000.000,3 KT - 2 KM - 200 m2
438,"Tanjung Priok, Jakarta Utara",Rp 1.500.000.000,3 KT - 2 KM - 200 m2
439,"Kemayoran, Jakarta Pusat",Rp 1.980.000.000,4 KT - 3 KM - 1 m2
440,"Penjaringan, Jakarta Utara",Rp 3.650.000.000,4 KT - 3 KM - 180 m2
441,"Pademangan, Jakarta Utara",Rp 180.000.000,2 KT - 1 KM - 27 m2
442,"Tanjung Priok, Jakarta Utara",Rp 2.500.000.000,5 KT - 2 KM - 110 m2
443,"Tanjung Priok, Jakarta Utara",Rp 4.700.000.000,5 KT - 5 KM - 250 m2
444,"Penjaringan, Jakarta Utara",Rp 3.950.000.000,4 KT - 4 KM - 250 m2
445,"Gambir, Jakarta Pusat",Rp 1.500.000.000,3 KT - 2 KM - 105 m2
446,"Sawah Besar, Jakarta Pusat",Rp 5.500.000.000,&gt;10 KT - &gt;10 KM - 599 m2
447,"Tanjung Priok, Jakarta Utara",Rp 9.000.000.000,10 KT - 6 KM - 540 m2
448,"Tanjung Priok, Jakarta Utara",Rp 2.900.000.000,4 KT - 2 KM - 200 m2
449,"Tanjung Priok, Jakarta Utara",Rp 8.000.000.000,6 KT - 4 KM - 468 m2
450,"Penjaringan, Jakarta Utara",Rp 5.500.000.000,6 KT - 4 KM - 300 m2
451,"Tanjung Priok, Jakarta Utara",Rp 2.800.000.000,4 KT - 3 KM - 165 m2
452,"Tanjung Priok, Jakarta Utara",Rp 2.950.000.000,4 KT - 3 KM - 200 m2
453,"Tanjung Priok, Jakarta Utara",Rp 2.800.000.000,3 KT - 3 KM - 200 m2
454,"Tanjung Priok, Jakarta Utara",Rp 3.600.000.000,3 KT - 3 KM - 200 m2
455,"Kemayoran, Jakarta Pusat",Rp 250.000.000,1 KT - 1 KM - 30 m2
456,"Penjaringan, Jakarta Utara",Rp 2.800.000.000,3 KT - 3 KM - 220 m2
457,"Kemayoran, Jakarta Pusat",Rp 3.900.000.000,7 KT - 2 KM - 220 m2
458,"Penjaringan, Jakarta Utara",Rp 5.500.000.000,5 KT - 4 KM - 152 m2
459,"Penjaringan, Jakarta Utara",Rp 3.400.000.000,3 KT - 3 KM - 72 m2
460,"Penjaringan, Jakarta Utara",Rp 3.400.000.000,3 KT - 2 KM - 72 m2
461,"Tanjung Priok, Jakarta Utara",Rp 3.500.000.000,6 KT - 4 KM - 225 m2
462,"Tanjung Priok, Jakarta Utara",Rp 1.800.000.000,4 KT - 3 KM - 200 m2
463,"Penjaringan, Jakarta Utara",Rp 8.500.000.000,3 KT - 3 KM - 812 m2
464,"Sawah Besar, Jakarta Pusat",Rp 400.000.000,2 KT - 1 KM - 46 m2
465,"Kemayoran, Jakarta Pusat",Rp 750.000.000,3 KT - 1 KM - 150 m2
466,"Penjaringan, Jakarta Utara",Rp 700.000.000,2 KT - 2 KM - 40 m2
467,"Kemayoran, Jakarta Pusat",Rp 700.000.000,2 KT - 1 KM - 100 m2
468,"Penjaringan, Jakarta Utara",Rp 7.950.000.000,3 KT - 4 KM - 311 m2
469,"Tanjung Priok, Jakarta Utara",Rp 2.300.000.000,4 KT - 3 KM - 200 m2
470,"Tanjung Priok, Jakarta Utara",Rp 9.000.000.000,4 KT - 4 KM - 400 m2
471,"Tanjung Priok, Jakarta Utara",Rp 36.000.000.000,5 KT - 5 KM - 1200 m2
472,"Penjaringan, Jakarta Utara",Rp 12.600.000.000,4 KT - 4 KM - 380 m2
473,"Tanjung Priok, Jakarta Utara",Rp 27.500.000.000,1 KT - 1 KM - 1300 m2
474,"Tanjung Priok, Jakarta Utara",Rp 7.900.000.000,9 KT - 5 KM - 349 m2
475,"Tanjung Priok, Jakarta Utara",Rp 4.200.000.000,5 KT - 5 KM - 300 m2
476,"Penjaringan, Jakarta Utara",Rp 11.000.000.000,5 KT - 4 KM - 270 m2
477,"Pademangan, Jakarta Utara",Rp 3.750.000.000,9 KT - &gt;10 KM - 33 m2
478,"Kemayoran, Jakarta Pusat",Rp 7.500.000.000,4 KT - 4 KM - 600 m2
479,"Tanjung Priok, Jakarta Utara",Rp 301.000.000,2 KT - 1 KM - 40 m2
480,"Tanjung Priok, Jakarta Utara",Rp 4.500.000.000,5 KT - 3 KM - 280 m2
481,"Kemayoran, Jakarta Pusat",Rp 900.000.000,2 KT - 1 KM - 36 m2
482,"Tanjung Priok, Jakarta Utara",Rp 1.750.000.000,3 KT - 2 KM - 120 m2
483,"Sawah Besar, Jakarta Pusat",Rp 760.000.000,2 KT - 1 KM - 70 m2
484,"Penjaringan, Jakarta Utara",Rp 7.800.000.000,4 KT - 4 KM - 117 m2
485,"Gambir, Jakarta Pusat",Rp 45.000.000.000,4 KT - 3 KM - 500 m2
486,"Taman Sari, Jakarta Barat",Rp 3.250.000.000,3 KT - 1 KM - 200 m2
487,"Penjaringan, Jakarta Utara",Rp 6.750.000.000,4 KT - 4 KM - 300 m2
488,"Penjaringan, Jakarta Utara",Rp 6.180.000.000,4 KT - 3 KM - 400 m2
489,"Penjaringan, Jakarta Utara",Rp 5.500.000.000,4 KT - 3 KM - 200 m2
490,"Penjaringan, Jakarta Utara",Rp 6.400.000.000,3 KT - 3 KM - 408 m2
491,"Penjaringan, Jakarta Utara",Rp 12.800.000.000,4 KT - 4 KM - 630 m2
492,"Penjaringan, Jakarta Utara",Rp 4.600.000.000,3 KT - 2 KM - 176 m2
493,"Penjaringan, Jakarta Utara",Rp 6.900.000.000,4 KT - 4 KM - 360 m2
494,"Penjaringan, Jakarta Utara",Rp 25.000.000.000,4 KT - 4 KM - 900 m2
495,"Sawah Besar, Jakarta Pusat",Rp 750.000.000,3 KT - 2 KM - 45 m2
496,"Penjaringan, Jakarta Utara",Rp 5.700.000.000,3 KT - 4 KM - 200 m2
497,"Sawah Besar, Jakarta Pusat",Rp 2.200.000.000,2 KT - 1 KM - 240 m2
498,"Penjaringan, Jakarta Utara",Rp 2.400.000.000,4 KT - 3 KM - 180 m2
499,"Penjaringan, Jakarta Utara",Rp 6.900.000.000,4 KT - 3 KM - 350 m2
500,"Tambora, Jakarta Barat",Rp 205.000.000,2 KT - 1 KM - 27 m2
501,"Tanjung Priok, Jakarta Utara",Rp 1.700.000.000,6 KT - 2 KM - 72 m2
502,"Kemayoran, Jakarta Pusat",Rp 2.300.000.000,5 KT - 2 KM - 140 m2
503,"Taman Sari, Jakarta Barat",Rp 4.800.000.000,&gt;10 KT - &gt;10 KM - 351 m2
504,"Penjaringan, Jakarta Utara",Rp 850.000.000,2 KT - 2 KM - 100 m2
505,"Penjaringan, Jakarta Utara",Rp 4.100.000.000,4 KT - 4 KM - 163 m2
506,"Penjaringan, Jakarta Utara",Rp 5.000.000.000,4 KT - 4 KM - 163 m2
507,"Pademangan, Jakarta Utara",Rp 2.600.000.000,6 KT - 4 KM - 260 m2
508,"Taman Sari, Jakarta Barat",Rp 745.000.000,2 KT - 2 KM - 84 m2
509,"Tanjung Priok, Jakarta Utara",Rp 2.450.000.000,4 KT - 3 KM - 180 m2
510,"Tanjung Priok, Jakarta Utara",Rp 4.000.000.000,2 KT - 3 KM - 120 m2
511,"Sawah Besar, Jakarta Pusat",Rp 4.000.000.000,3 KT - 2 KM - 195 m2
512,"Tanjung Priok, Jakarta Utara",Rp 7.900.000.000,9 KT - 7 KM - 400 m2
513,"Penjaringan, Jakarta Utara",Rp 13.000.000.000,6 KT - 5 KM - 300 m2
514,"Penjaringan, Jakarta Utara",Rp 10.500.000.000,5 KT - 4 KM - 300 m2
515,"Tambora, Jakarta Barat",Rp 260.000.000,2 KT - 1 KM - 30 m2
516,"Tambora, Jakarta Barat",Rp 1.495.000.000,2 KT - 1 KM - 90 m2
517,"Tanjung Priok, Jakarta Utara",Rp 3.700.000.000,&gt;10 KT - &gt;10 KM - 520 m2
518,"Gambir, Jakarta Pusat",Rp 1.800.000.000,3 KT - 3 KM - 144 m2
519,"Gambir, Jakarta Pusat",Rp 4.250.000.045,6 KT - 5 KM - 350 m2
520,"Tanjung Priok, Jakarta Utara",Rp 1.000.000.000,4 KT - 2 KM - 80 m2
521,"Penjaringan, Jakarta Utara",Rp 1.250.000.000,3 KT - 3 KM - 76 m2
522,"Penjaringan, Jakarta Utara",Rp 1.500.000.000,3 KT - 3 KM - 87 m2
523,"Penjaringan, Jakarta Utara",Rp 1.290.000.000,3 KT - 2 KM - 71 m2
524,"Penjaringan, Jakarta Utara",Rp 1.650.000.000,4 KT - 4 KM - 97 m2
525,"Penjaringan, Jakarta Utara",Rp 2.000.000.000,4 KT - 4 KM - 119 m2
526,"Penjaringan, Jakarta Utara",Rp 1.700.000.000,4 KT - 3 KM - 96 m2
527,"Penjaringan, Jakarta Utara",Rp 2.200.000.000,4 KT - 4 KM - 127 m2
528,"Penjaringan, Jakarta Utara",Rp 2.600.000.000,4 KT - 4 KM - 146 m2
529,"Tanjung Priok, Jakarta Utara",Rp 4.200.000.000,5 KT - 4 KM - 384 m2
530,"Gambir, Jakarta Pusat",Rp 805.000.000,3 KT - 2 KM - 95 m2
531,"Sawah Besar, Jakarta Pusat",Rp 900.000.000,2 KT - 1 KM - 40 m2
532,"Sawah Besar, Jakarta Pusat",Rp 10.000.000.000,4 KT - 3 KM - 600 m2
533,"Penjaringan, Jakarta Utara",Rp 6.500.000.000,3 KT - 2 KM - 200 m2
534,"Tanjung Priok, Jakarta Utara",Rp 258.000.000,2 KT - 1 KM - 30 m2
535,"Tanjung Priok, Jakarta Utara",Rp 485.000.000,3 KT - 1 KM - 36 m2
536,"Taman Sari, Jakarta Barat",Rp 900.000.000,2 KT - 1 KM - 48 m2
537,"Tanjung Priok, Jakarta Utara",Rp 1.500.000.000,4 KT - 3 KM - 110 m2
538,"Tanjung Priok, Jakarta Utara",Rp 3.300.000.000,4 KT - 3 KM - 220 m2
539,"Kemayoran, Jakarta Pusat",Rp 3.450.000.000,5 KT - 4 KM - 364 m2
540,"Kemayoran, Jakarta Pusat",Rp 1.350.000.000,2 KT - 2 KM - 76 m2
541,"Kemayoran, Jakarta Pusat",Rp 900.000.000,2 KT - 2 KM - 53 m2
542,"Kemayoran, Jakarta Pusat",Rp 700.000.000,2 KT - 1 KM - 60 m2
543,"Kemayoran, Jakarta Pusat",Rp 4.200.000.000,6 KT - 2 KM - 100 m2
544,"Tanjung Priok, Jakarta Utara",Rp 3.000.000.000,3 KT - 2 KM - 140 m2
545,"Pademangan, Jakarta Utara",Rp 8.125.000.000,6 KT - 4 KM - 275 m2
546,"Taman Sari, Jakarta Barat",Rp 2.500.000.000,8 KT - 9 KM - 160 m2
547,"Tanjung Priok, Jakarta Utara",Rp 1.700.000.000,2 KT - 1 KM - 72 m2
548,"Penjaringan, Jakarta Utara",Rp 6.350.000.000,3 KT - 3 KM - 250 m2
549,"Kemayoran, Jakarta Pusat",Rp 2.200.000.000,6 KT - 3 KM - 131 m2
550,"Penjaringan, Jakarta Utara",Rp 625.000.000,2 KT - 1 KM - 60 m2
551,"Penjaringan, Jakarta Utara",Rp 2.630.000.000,3 KT - 3 KM - 135 m2
552,"Kemayoran, Jakarta Pusat",Rp 300.000.000,2 KT - 1 KM - 31 m2
553,"Tanjung Priok, Jakarta Utara",Rp 2.900.000.000,3 KT - 1 KM - 200 m2
554,"Tanjung Priok, Jakarta Utara",Rp 3.500.000.000,4 KT - 3 KM - 198 m2
555,"Penjaringan, Jakarta Utara",Rp 4.000.000.000,2 KT - 2 KM - 60 m2
556,"Kemayoran, Jakarta Pusat",Rp 530.000.550,3 KT - 2 KM - 69 m2
557,"Penjaringan, Jakarta Utara",Rp 1.850.000.000,3 KT - 3 KM - 100 m2
558,"Taman Sari, Jakarta Barat",Rp 1.760.000.000,6 KT - 4 KM - 1 m2
559,"Penjaringan, Jakarta Utara",Rp 5.500.000.000,5 KT - 4 KM - 400 m2
560,"Taman Sari, Jakarta Barat",Rp 1.870.000.000,6 KT - 4 KM - 1 m2
561,"Tanjung Priok, Jakarta Utara",Rp 8.800.000.000,4 KT - 4 KM - 400 m2
562,"Penjaringan, Jakarta Utara",Rp 8.500.000.000,4 KT - 4 KM - 812 m2
563,"Penjaringan, Jakarta Utara",Rp 4.800.000.000,4 KT - 4 KM - 325 m2
564,"Pademangan, Jakarta Utara",Rp 3.000.000.000,3 KT - 3 KM - 130 m2
565,"Penjaringan, Jakarta Utara",Rp 4.300.000.000,3 KT - 3 KM - 150 m2
566,"Kemayoran, Jakarta Pusat",Rp 575.000.000,8 KT - 2 KM - 40 m2
567,"Gambir, Jakarta Pusat",Rp 850.000.021,3 KT - 2 KM - 45 m2
568,"Tanjung Priok, Jakarta Utara",Rp 3.500.000.000,3 KT - 2 KM - 98 m2
569,"Tanjung Priok, Jakarta Utara",Rp 1.800.000.000,2 KT - 1 KM - 65 m2
570,"Penjaringan, Jakarta Utara",Rp 14.500.000.000,3 KT - 3 KM - 700 m2
571,"Tanjung Priok, Jakarta Utara",Rp 1.800.000.000,2 KT - 1 KM - 70 m2
572,"Tanjung Priok, Jakarta Utara",Rp 2.100.000.000,3 KT - 2 KM - 130 m2
573,"Penjaringan, Jakarta Utara",Rp 5.200.000.000,6 KT - 6 KM - 400 m2
